Filename,Text,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,embedding
ChinaTaiwan092923.txt,and political engagement with the PRC whereas the DPP is not. Exacerbating internal ROC divisions benefits the CCP by portraying the ROC government as incompetent to the Taiwanese public. A consternated populace would be more receptive to CCP messaging promoting unification.,,,,,"[ 0.03451221 -0.01786321 -0.03363201 ... -0.01322381 -0.03028335
 -0.00612701]"
ChinaTaiwan092923.txt,The CCP put forth a plan on September 12 titled “Opinions on Supporting Fujian in Exploring a New Road for Cross-Strait Integrated Development and Building a Cross-Strait Integrated Development Demonstration Zone.”[23],,,,,"[ 0.03489456 -0.0111374  -0.05826074 ... -0.00725277  0.00606274
  0.01638449]"
ChinaTaiwan092923.txt,This proposal comes amid proposals by KMT presidential candidate Hou Yu-ih since August to build a bridge between Kinmen and Xiamen.[24] TPP presidential candidate Ko Wen-je also supports the construction of the bridge.[25] The Chinese Taiwan Affairs Office spokesperson Zhu Fenglian voiced support for constructing the bridge on September 27.[26],,,,,"[ 0.03412365 -0.00407336 -0.04388803 ... -0.01872652 -0.02260887
  0.004324  ]"
ChinaTaiwan092923.txt,"An unnamed Taiwanese official stated on September 20 that building such a bridge would “accelerate the ‘Crimeaization’ of Kinmen, and it will eventually be annexed by China.”[27]",,,,,"[ 0.03202518  0.03744807 -0.05469988 ... -0.00400489 -0.0165594
  0.01157737]"
ChinaTaiwan092923.txt,"[1] https://www.tpof dot org/%e5%9c%96%e8%a1%a8%e5%88%86%e6%9e%90/%e9%80%b2%e5%8f%a3%e9%9b%9e%e8%9b%8b%e9%a2%a8%e6%9a%b4%e3%80%81%e6%94%bf%e9%bb%a8%e7%ab%b6%e7%88%ad%e8%88%872024%e7%b8%bd%e7%b5%b1%e5%a4%a7%e9%81%b8%ef%bc%882023%e5%b9%b49%e6%9c%8826%e6%97%a5%ef%bc%89/


[2] https://www.understandingwar.org/backgrounder/china-taiwan-weekly-update...


[3] https://focustaiwan dot tw/politics/202309280019",,,,,"[ 0.02726842  0.00849762 -0.04107256 ... -0.02161078 -0.00649923
 -0.00768194]"
ChinaTaiwan092923.txt,"[4] https://www.cna dot com.tw/news/aipl/202309060223.aspx https://www.chinatimes dot com/realtimenews/20230914002504-260407?chdtvhttps://udn dot com/news/story/123307/7449704?from=udn-catelistnews_ch2https://focustaiwan dot tw/cross-strait/202307040017#:~:text=ELECTION%202024%2FKMT's%20Hou%20backs,that%20conforms%20with%20ROC%20Constitution'&text=Taipei%2C%20July%204%20(CNA),of%20China%20(ROC)%20Constitution


[5] https://www.chinatimes dot com/realtimenews/20230920003712-260407?chdtv",,,,,"[ 0.03578794  0.006282   -0.04724454 ...  0.01125469 -0.02055213
  0.00324953]"
ChinaTaiwan092923.txt,"[6] https://www.cna dot com.tw/news/aipl/202309260312.aspxhttps://news.ltn dot com.tw/news/politics/breakingnews/4440310https://www.chinatimes dcom/realtimenews/20230926004370-260407?chdtv  


[7] https://www.cna dot com.tw/news/aipl/202309270095.aspx
https://www.cna dot com.tw/news/aipl/202309270129.aspx
https://www.chinatimes dot com/realtimenews/20230927002678-260407?chdtv",,,,,"[ 0.03850329  0.00756363 -0.04270855 ... -0.00194171 -0.03322287
 -0.01078491]"
ChinaTaiwan092923.txt,"[8] https://www.tpof dot org/%e5%9c%96%e8%a1%a8%e5%88%86%e6%9e%90/%e9%80%b2%e5%8f%a3%e9%9b%9e%e8%9b%8b%e9%a2%a8%e6%9a%b4%e3%80%81%e6%94%bf%e9%bb%a8%e7%ab%b6%e7%88%ad%e8%88%872024%e7%b8%bd%e7%b5%b1%e5%a4%a7%e9%81%b8%ef%bc%882023%e5%b9%b49%e6%9c%8826%e6%97%a5%ef%bc%89/


[9] https://focustaiwan dot tw/politics/202309280019",,,,,"[ 0.03944219  0.00343984 -0.03305747 ... -0.02551433 -0.03218415
 -0.0007743 ]"
ChinaTaiwan092923.txt,"[10]  https://focustaiwan dot tw/cross-strait/202307040017#:~:text=ELECTION%202024%2FKMT's%20Hou%20backs,that%20conforms%20with%20ROC%20Constitution'&text=Taipei%2C%20July%204%20(CNA),of%20China%20(ROC)%20Constitution


[11] https://www.csis dot org/events/fireside-chat-dr-ko-wen-je-chairman-taiwan-peoples-party-and-former-mayor-taipei",,,,,"[ 0.02842482  0.02429746 -0.05826946 ...  0.00498756 -0.03781921
  0.0050613 ]"
ChinaTaiwan092923.txt,"[12] https://www.understandingwar.org/backgrounder/china%E2%80%93taiwan-weekl...
https://www.understandingwar.org/backgrounder/china-taiwan-weekly-update...
https://www.understandingwar.org/backgrounder/china-taiwan-weekly-update...


[13] https://www.understandingwar.org/backgrounder/china-taiwan-weekly-update...


[14] https://focustaiwan dot tw/society/202309200015


[15] https://focustaiwan dot tw/society/202309200015


[16] https://focustaiwan dot tw/society/202309200015",,,,,"[ 0.03202039  0.00638568 -0.04473983 ... -0.00965871 -0.00778212
  0.0104424 ]"
ChinaTaiwan092923.txt,"[17] https://www.taiwannews dot com.tw/ch/news/5005298


[18] https://www.understandingwar.org/backgrounder/china%E2%80%93taiwan-weekl...
https://www.understandingwar.org/backgrounder/china-taiwan-weekly-update...
https://www.understandingwar.org/backgrounder/china-taiwan-weekly-update...


[19] https://www.taipeitimes dot com/News/taiwan/archives/2023/09/17/2003806362
https://news.ltn dot com.tw/news/life/breakingnews/4430424",,,,,"[ 0.03788881  0.0012504  -0.04758121 ... -0.01678467 -0.01717351
  0.00231206]"
ChinaTaiwan092923.txt,"[20] http://www.news dot cn/tw/2023-06/14/c_1129694340.htm
https://focustaiwan dot tw/politics/202301010007


[21] https://international dot thenewslens.com/feature/taiwan2020/129435
https://db.cec dot gov.tw/ElecTable/Election/ElecTickets?dataType=tickets&typeId=ELC&subjectId=P0&legisId=00&themeId=61b4dda0ebac3332203ef3729a9a0ada&dataLevel=N&prvCode=00&cityCode=000&areaCode=00&deptCode=000&liCode=0000
https://www.economist.com/banyan/2014/04/08/sunflower-sutra",,,,,"[ 0.01128527 -0.00016506 -0.04864779 ... -0.00059368 -0.03306013
  0.01269028]"
ChinaTaiwan092923.txt,"[22] https://www.chinatimes dot com/realtimenews/20230912005361-260409?chdtvhttps://www.gov dot cn/zhengce/202309/content_6903509.htm


[23] https://www.gov dot cn/zhengce/202309/content_6903509.htmhttps://www.chinatimes dot com/realtimenews/20230912005361-260409?chdtv


[24] https://www.cna dot com.tw/news/aipl/202308220212.aspxhttps://news.ltn dot com.tw/news/politics/breakingnews/4404442",,,,,"[ 0.04108271 -0.00499053 -0.03489478 ... -0.00613465 -0.03860458
 -0.00455285]"
ChinaTaiwan092923.txt,"[25] https://www.taiwannews dot com.tw/en/news/4906300https://udn dot com/news/story/123307/7392914?from=udn-catelistnews_ch2https://news.ltn dot com.tw/news/politics/breakingnews/4403757
https://udn dot com/news/story/123307/7386003?from=udn-catelistnews_ch2


[26] https://www.globaltimes dot cn/page/202309/1299041.shtml
https://www.chinatimes dot com/realtimenews/20230927002442-260409?ctrack=pc_chinese_headl_p03&chdtv


[27] https://news.ltn dot com.tw/news/politics/paper/1605768


Tags",,,,,"[ 0.04309919 -0.00957287 -0.04155665 ... -0.01295304 -0.04042995
  0.00099484]"
ChinaTaiwan092923.txt,"Tags


China Project


ChinaFile Attachments:  China Update Draft September 26, 2023.png Taiwan Presidential Candidate Key Policy Views and CCP Leverage Points_Sept2023_2.2.png Taiwan Presidential Candidate Key Policy Views and CCP Leverage Points_Sept2023_1.png










 


 


1400 16th Street NW, Suite 515 Washington, DC 20036
ph (202) 293-5550©2007 – 2024 THE INSTITUTE FOR THE STUDY OF WAR",,,,,"[ 0.01234558 -0.00149732 -0.06007962 ... -0.01960062 -0.01477743
  0.00709074]"
ChinaTaiwanUpdate122823.txt,"China-Taiwan Weekly Update, December 28, 2023  | Institute for the Study of War

































Skip to main content











 
 



Search form

Search 





 
 


Home
Who We Are
Research
Publications
Get Involved
Planned Giving
Donate


 


 



China-Taiwan Weekly Update, December 28, 2023  



Dec 28, 2023 - ISW Press",,,,,"[ 0.02707236  0.00194484 -0.03616157 ... -0.02359233 -0.03783323
 -0.00277502]"
ChinaTaiwanUpdate122823.txt,"China-Taiwan Weekly Update, December 28, 2023 
Authors: Nils Peterson, Matthew Sperzel, Daniel Shats, Ian Jones, and Frank Hoffman of the Institute for the Study of War 
Editors: Dan Blumenthal and Frederick W. Kagan of the American Enterprise Institute 
Data Cutoff: December 28, 2023 at 5pm EST",,,,,"[ 0.03522234 -0.01208923 -0.02767965 ... -0.02658075 -0.03112159
  0.01401004]"
ChinaTaiwanUpdate122823.txt,"The China–Taiwan Weekly Update focuses on the Chinese Communist Party’s paths to controlling Taiwan and relevant cross–Taiwan Strait developments. 
Key Takeaways   
Democratic Progressive Party (DPP) presidential candidate Lai Ching-te remains first in the polls.
Two Chinese high-altitude balloons have moved through Taiwan’s Air Defense Identification Zone (ADIZ) since December 20.",,,,,"[ 0.01493337 -0.01138186 -0.04643163 ... -0.01882793 -0.02293604
 -0.0244158 ]"
ChinaTaiwanUpdate122823.txt,"The People's Republic of China (PRC) continued to accuse the Philippines of “colluding with external forces” and deliberately provoking confrontations after a series of maritime confrontations in the South China Sea in December.
A PRC-brokered ceasefire agreement has failed to stop the fighting between the government of Myanmar and three rebel groups in Myanmar.",,,,,"[ 2.8117886e-02  3.4526805e-05 -6.2090870e-02 ... -3.2938787e-04
 -1.2394295e-02 -1.7460519e-02]"
ChinaTaiwanUpdate122823.txt,"A loss of Compacts of Free Association funding for Palau, Micronesia, and the Marshall Islands would enable the Chinese Communist Party (CCP) to expand its leverage points over these countries.
 
Taiwan",,,,,"[ 0.03977327  0.0066703  -0.06085122 ...  0.00659542 -0.04057832
  0.01098652]"
ChinaTaiwanUpdate122823.txt,"Democratic Progressive Party (DPP) presidential candidate Lai Ching-te continues to lead in the polls. The polls that Formosa and ETtoday released between December 20 through December 24 showed that Lai has a roughly 5% lead over Kuomintang (KMT) presidential candidate Hou Yu-ih.[1] The Poll of Polls, which is a weighted average of public election polls over the past 15 days that Taiwan News publishes, showed a similar lead for Lai as of December 25. Lai received 34.91% support, Hou received",,,,,"[ 0.00516019 -0.01299285 -0.02750383 ... -0.02210076 -0.02926469
 -0.00143009]"
ChinaTaiwanUpdate122823.txt,"Hou received 30.49% support, and Taiwan People’s Party (TPP) candidate Ko Wen-je received 20.90% support, according to the aggregated polling numbers.[2] The support levels do not reflect significant change since last week.",,,,,"[ 0.02366609  0.00386534 -0.04297193 ... -0.01020514 -0.02951375
  0.00775183]"
ChinaTaiwanUpdate122823.txt,Two Formosa polls from December 25 and 26 indicate that Lai’s lead over Hou is steadily increasing. The December 25 poll showed Lai at 37.5% support compared to Hou’s 30.49%.[3] The December 26 poll showed Lai at 38.9% support compared to Hou’s 29.4%.[4] This is the largest gap between the candidates since the November 15 Formosa polling. It is also the first time that Hou has fallen below 30% support since then.[5],,,,,"[ 0.02045179  0.00149305 -0.02916842 ... -0.01865488 -0.02671023
  0.0070945 ]"
ChinaTaiwanUpdate122823.txt,"The increase in support for Lai may be due to a shift in young voters from Ko. Support for Lai among the 20-29 and 30-39 age groups in the December 26 Formosa poll was 34.8% and 31.0%, respectively.[6] Lai’s polling among the 20-29 age group increased from 20.8% in Formosa’s December 21 poll and has held steady between 34-35% through Formosa’s December 22-26 polling. Lai’s polling among the 30-39 age group decreased slightly between December 22 and 25 from 34.7% to 27.6% before increasing back",,,,,"[ 0.01992311  0.00487245 -0.04150779 ... -0.01736583 -0.01355948
  0.01470622]"
ChinaTaiwanUpdate122823.txt,increasing back to 31% on December 26.[7] Support for Ko among the same demographics was 29.9% and 30.4% on December 26.[8] Ko’s support among the 20-29 age group fell from a high of 38.2% on December 22 and support within the 30-39 age group has remained steady at 30-31%.[9],,,,,"[ 0.01828459  0.00439209 -0.05285704 ... -0.01219751 -0.01830021
  0.00709501]"
ChinaTaiwanUpdate122823.txt,"Hou’s decline in polling could be partly attributed to a decrease in support among the KMT voter base. Support for Hou within the KMT base fell from 91.9% on December 20 to 87.5% on December 26, according to the latest Formosa poll. Support among his base had been above 90% since candidate registration on November 24.[10]",,,,,"[ 0.03192641 -0.0128736  -0.05866778 ... -0.00930122 -0.01623273
  0.00937214]"
ChinaTaiwanUpdate122823.txt,"Taiwan’s three presidential candidates gave televised policy presentations on December 20, 26, and 28. Cross-strait issues featured heavily in all three presentations. Taiwan’s political status, sovereignty, and trade with the People’s Republic of China (PRC) were some of the most in-focus topics. Candidates also discussed a wide range of domestic political issues, such as public security, housing, and energy policy.",,,,,"[ 0.04049373 -0.00965162 -0.05750882 ... -0.02164588 -0.02623434
 -0.01655651]"
ChinaTaiwanUpdate122823.txt,"DPP candidate Lai Ching-te used his time to highlight the looming threat from the People’s Republic of China (PRC) and emphasize the importance of upholding Taiwan’s sovereignty. Lai related domestic governance to cross-strait issues, asserting that equitable development and economic prosperity hinged on preserving Taiwan’s democracy in the face of authoritarian expansion.[11] Lai likened economic treaties between Taiwan and the PRC as conforming to the One-China principle and urged for",,,,,"[ 0.01672211  0.0013196  -0.03521595 ... -0.00190686 -0.01159102
 -0.01392633]"
ChinaTaiwanUpdate122823.txt,and urged for separate economic development initiatives to counteract the PRC’s weaponization of trade for political leverage.[12] The One-China principle describes the PRC's position that the PRC is the sole legal representative of China and that Taiwan is a part of China. Neither Taiwan nor the United States recognize the One-China principle.,,,,,"[ 8.1157833e-03 -1.0832269e-03 -6.3828416e-02 ... -9.9344021e-03
 -1.4031378e-02  8.4233412e-05]"
ChinaTaiwanUpdate122823.txt,"KMT presidential candidate Hou Yu-ih mostly focused on promoting domestic governance proposals while criticizing Lai and the DPP administration for encouraging formal Taiwanese independence.[13] Hou defended the KMT’s cross-strait policy against claims of alignment with unification, stressing his fundamental support for Taiwan’s democracy and freedom.[14] Hou disparaged the DPP for what the KMT perceives as independence-minded policies that are directly harmful to the livelihoods of Taiwan’s",,,,,"[ 0.02160623 -0.00413961 -0.03155385 ... -0.01095844 -0.01254861
  0.00346708]"
ChinaTaiwanUpdate122823.txt,of Taiwan’s citizens. Hou pointed to the PRC’s December 21 suspension of tariff reductions under the Cross-Strait Economic Cooperation Framework Agreement (ECFA) as a consequence of the DPP’s inflammatory approach to cross-strait relations.[15] The PRC Taiwan Affairs Office (TAO) spokesperson Chen Binhua blamed the DPP’s “separatist stance” for the tariff reduction suspension on December 27.[16] The Chinese Communist Party (CCP) consistently points to the DPP’s alleged secessionism as the,,,,,"[ 0.03914719  0.01893602 -0.02867717 ... -0.01473897 -0.02497977
  0.00320485]"
ChinaTaiwanUpdate122823.txt,secessionism as the source of tension in cross-strait relations.[17],,,,,"[ 0.01390827 -0.02087309 -0.04245721 ... -0.01945303 -0.02365245
  0.00125093]"
ChinaTaiwanUpdate122823.txt,"TPP candidate Ko Wen-je emphasized domestic governance issues, keeping with his appeal to voters who are weary of cross-strait issues dominating the political discourse. Ko addressed issues such as Taiwan’s aging population, housing policy, and government reforms.[18] Ko presented his cross-strait policy as an alternative to the polarizing extremes of an independence-focused DPP and unification-focused KMT. Ko accused his opponents of promoting cross-strait policies that disrupt the status quo",,,,,"[ 0.03626187 -0.01068973 -0.03825781 ... -0.01169498 -0.02733931
 -0.01092151]"
ChinaTaiwanUpdate122823.txt,the status quo and are unacceptable to both the Taiwanese public and the international community.[19] Ko asserted Taiwan’s status as a sovereign and independent nation while advocating for pragmatic diplomacy that balances cross-strait engagement with strong international partnerships and national defense capabilities. [20],,,,,"[ 0.03782591 -0.00446558 -0.03963689 ... -0.01947389 -0.01956255
  0.00743533]"
ChinaTaiwanUpdate122823.txt,The three vice-presidential candidates also gave a televised policy presentation on December 22. The candidates’ messaging reflected that of their running mates. DPP vice-presidential candidate Hsiao Bi-khim criticized the KMT for proposing a trade policy that would increase Taiwan’s economic reliance on the PRC at a time when other countries were reducing their economic exposure to the PRC.[21] KMT vice-presidential candidate Jaw Shaw-kong used strong language to criticize the DPP and Lai’s,,,,,"[ 0.01345658 -0.01222945 -0.04480036 ... -0.02298306 -0.02013537
 -0.00382929]"
ChinaTaiwanUpdate122823.txt,"the DPP and Lai’s independence stance, referring to the latter as a “terrorist” endangering cross-strait relations.[22] TPP vice-presidential candidate Cynthia Wu did not discuss cross-strait issues and instead emphasized economic issues.[23] The vice-presidential candidates maintain a relatively strong presence in the public eye thanks to their high-profile positions in government and media, making their policy presentation potentially more consequential to the race.",,,,,"[ 0.02066208 -0.00880264 -0.03323213 ... -0.00379747 -0.01866086
 -0.00341039]"
ChinaTaiwanUpdate122823.txt,The format of the presidential and vice-presidential presentations was similar to that of a debate. The candidates shared the stage to articulate policy stances and often used their allotted time to criticize each other. The presidential candidates will participate in a formal televised debate on December 30. The vice-presidential candidates will participate in a debate on January 1.,,,,,"[ 0.03385727 -0.0117393  -0.04627967 ... -0.01152339 -0.03674036
  0.02407474]"
ChinaTaiwanUpdate122823.txt,"Two Chinese high-altitude balloons have moved through Taiwan’s Air Defense Identification Zone (ADIZ) since December 20. One balloon crossed the median line of the Taiwan Strait on December 22 and the other crossed the median line on December 24.[24] Five other balloons previously crossed the median line between December 7 and 19.[25] The balloons floated at altitudes between 12,000 and 26,000 feet. [26] Taiwan’s Ministry of National Defense (MND) reported a similar balloon above Taipei on",,,,,"[ 0.02496646  0.00398056 -0.0423719  ... -0.00921477 -0.01472386
  0.00840745]"
ChinaTaiwanUpdate122823.txt,above Taipei on February 10.[27] The MND and the director-general of Taiwan’s Central Weather Service have also reported at least seven balloon sightings over Taiwan between 2021 and 2022. The Financial Times quoted unnamed Taiwanese officials as stating Chinese balloons “come very frequently” and “on average once a month” in a February 12 report.[28] The unnamed officials stated that the February balloons’ dimensions and payload “put them outside the scope of ordinary weather balloons.”[29],,,,,"[ 0.02895983  0.02289423 -0.0325167  ...  0.00864191 -0.01487063
  0.01360755]"
ChinaTaiwanUpdate122823.txt,"The PRC sending the balloons across the median line of the Taiwan Strait is likely part of a broader effort to wear down Taiwan’s resources and response capabilities. The PRC has normalized daily air and naval activities around Taiwan, including near-daily aerial crossings of the median line in the Taiwan Strait, since 2020. The MND publicly stated that the balloons were weather balloons but has started including them among its daily reports of PRC ADIZ incursions since December 8.[30] MND’s",,,,,"[ 0.00769596  0.00504342 -0.04429852 ...  0.00138626 -0.01106554
 -0.00012981]"
ChinaTaiwanUpdate122823.txt,8.[30] MND’s unprecedented inclusion of balloon flights in its daily updates and maps of ADIZ violations in December shows that Taiwan is increasingly concerned about these balloons and may consider them part of the PRC’s broader coercion campaign.,,,,,"[ 0.02086665  0.00247173 -0.04378536 ...  0.00662807 -0.03338323
  0.00115327]"
ChinaTaiwanUpdate122823.txt,South China Sea,,,,,"[-0.00250672  0.02357208 -0.01080626 ...  0.01416164  0.00455166
  0.01359434]"
ChinaTaiwanUpdate122823.txt,"The PRC continued to accuse the Philippines of “colluding with external forces” and deliberately provoking confrontations after a series of maritime confrontations in the South China Sea in December. On December 9 and 10, Chinese Coast Guard (CCG) vessels attempted to thwart Philippine supply missions near Scarborough and Second Thomas Shoals by firing water cannons and acoustic weapons at Philippine government ships delivering supplies. A CCG vessel rammed a Philippine ship near Second Thomas",,,,,"[ 0.03318108  0.01336462 -0.05609164 ... -0.00272505 -0.00108853
 -0.00779102]"
ChinaTaiwanUpdate122823.txt,"near Second Thomas Shoal.[31] Both countries claim both maritime features. The PRC administers Scarborough Shoal since seizing control of it in 2012, while the Philippines administers Second Thomas Shoal.",,,,,"[ 0.0404975   0.00404641 -0.05160858 ...  0.0049533  -0.02319784
 -0.01239088]"
ChinaTaiwanUpdate122823.txt,"Chinese Foreign Minister Wang Yi attributed the recent “difficulties” to the Philippines' “altered policy stance, failure to uphold commitments, and provocative actions in disputed waters” during a December 20 phone call with Philippine Foreign Minister Enrique Manalo. Wang said that Beijing wished to resolve the disputes through consultation but warned of “resolute responses” if the Philippines continued its “disruptive actions.”[32] The MFA spokesperson said on December 25 that the",,,,,"[ 0.01815721  0.00833738 -0.05446611 ... -0.0175273  -0.01482224
 -0.01172092]"
ChinaTaiwanUpdate122823.txt,"25 that the Philippines had “repeatedly violated and provocatively violated relevant waters in the South China Sea, spread false information, and colluded with external forces to undermine peace and stability in the South China Sea.”[33] PRC state media, such as People’s Daily, also wrote that the Philippines relied on US support to “provoke” the PRC.[34] The PRC Ministry of Foreign Affairs (MFA) also harshly criticized and warned the Philippines through December 26. The Philippines denied on",,,,,"[ 0.01715421 -0.00180086 -0.03299753 ... -0.00269913 -0.03035623
 -0.00461127]"
ChinaTaiwanUpdate122823.txt,denied on December 26 that it had acted provocatively and instead blamed the PRC for escalating its tactics.[35],,,,,"[ 0.01112656  0.00994537 -0.04532163 ... -0.02090409 -0.01186792
  0.00193986]"
ChinaTaiwanUpdate122823.txt,"The United States and Japan have shown support for the Philippines during the recent disputes with the PRC. The US, Japanese, and Filipino national security advisors participated in a trilateral call on December 13 in which they denounced the PRC’s aggression against the Philippines and expressed their commitment to closer security cooperation.[36] Japan also provided the Philippine Air Force with an advanced air surveillance radar system on December 20. The provision was part of a $110 million",,,,,"[ 0.03470876 -0.01109387 -0.04596085 ... -0.02526124 -0.02968047
 -0.00714366]"
ChinaTaiwanUpdate122823.txt,of a $110 million deal for four units that Japan and the Philippines signed in 2020. The radar system will help the Philippines detect intrusions around any part of the country and its claimed territories. This transfer marks Japan’s first export of a complete defense product since it eased its arms trade ban in 2014.[37],,,,,"[ 0.03376955 -0.02338171 -0.04955441 ... -0.00776693 -0.02308203
  0.00693116]"
ChinaTaiwanUpdate122823.txt,Myanmar,,,,,"[ 3.64256054e-02 -6.62699240e-05 -2.58774236e-02 ... -1.07140895e-02
 -2.60875858e-02 -2.63261441e-02]"
ChinaTaiwanUpdate122823.txt,A PRC-brokered ceasefire agreement has failed to stop the fighting between the government of Myanmar and three rebel groups in Myanmar. Three ethnic rebel groups formed a “brotherhood alliance” and began an offensive in northern Myanmar against the ruling junta on October 27. The Chinese Ministry of Foreign Affairs claimed on December 14 that it had brokered a temporary ceasefire between the Myanmar military government and the three allied rebel groups.[38] Fighting between the rebel factions,,,,,"[ 0.04148493 -0.00749386 -0.05528118 ... -0.01787321 -0.02258458
 -0.01345654]"
ChinaTaiwanUpdate122823.txt,"the rebel factions and the government has continued throughout Myanmar, however. A rebel group captured the border town of Namhsan one day after the alleged ceasefire on December 15.[40] Rebels also carried out attacks on military bases and bombings in the major cities of Yangon and Mandalay.[41] The PRC MFA spokesperson confirmed on December 19 and 20 that the PRC had hosted ceasefire negotiations in Kunming that resulted in an agreement on December 14. He said the PRC was working to get the",,,,,"[ 0.04937944  0.02834784 -0.04016785 ... -0.0071643  -0.02708598
  0.00659221]"
ChinaTaiwanUpdate122823.txt,"working to get the warring parties to implement the terms of the agreement, exercise “maximum restraint,” and “properly manage occasional frictions during the ceasefire process.”[42]",,,,,"[ 0.03692998  0.01875151 -0.02756813 ... -0.01396999 -0.00845241
  0.01893151]"
ChinaTaiwanUpdate122823.txt,The MFA has repeatedly urged the belligerent parties to maintain the security and stability of the PRC-Myanmar border and safeguard the safety of Chinese projects and personnel in Myanmar.[43] The fighting has resulted in the deaths of an unspecified number of PRC nationals. One such incident was possibly due to an artillery shell that the junta forces fired which landed in the PRC. [44] The fighting has also blocked PRC–Myanmar cross-border trade and sent thousands of Myanmar nationals to,,,,,"[ 0.047647    0.01796548 -0.04779213 ... -0.01425231 -0.01819354
 -0.00164506]"
ChinaTaiwanUpdate122823.txt,"nationals to briefly seek safety in the PRC.[45] [46] The CCP may also seek to negotiate a ceasefire to bolster its diplomatic reputation. The PRC has often portrayed itself as a promoter of global peace, security, and stability, for example through its Global Security Initiative.[47]",,,,,"[ 0.0338487   0.01048079 -0.03398838 ... -0.02301149  0.00946748
  0.01494976]"
ChinaTaiwanUpdate122823.txt,"The PRC has also been using the fighting to crack down on cyber scam centers based in northern Myanmar, which defraud Chinese nationals and have kidnapped thousands of Chinese to work for them.[48] The PRC has offered rewards for the capture of criminal leaders and carried out joint policing with Myanmar authorities, which culminated in Myanmar authorities handing over 31,000 cybercrime suspects to the PRC as of November 21.[49] The junta has since said it is limited in its ability to do more",,,,,"[ 0.02663169  0.01191869 -0.05531939 ... -0.00866004 -0.03308263
 -0.00948311]"
ChinaTaiwanUpdate122823.txt,ability to do more because the scam centers are in areas held by rebel groups.[50] The allied rebel groups have also targeted cyber scam centers and announced eradicating such centers as a major goal of their offensive.[51],,,,,"[ 0.02206233  0.00354764 -0.0450682  ...  0.00545681 -0.02168985
 -0.01285234]"
ChinaTaiwanUpdate122823.txt,Israel-Hamas War,,,,,"[ 0.02732925  0.01747566 -0.02166077 ...  0.01752003 -0.02395649
  0.01857298]"
ChinaTaiwanUpdate122823.txt,"Chinese state media portrayed the U.S.-proposed “Guardian Shield” multinational Red Sea naval task force as a self-serving and ineffective move that will worsen the situation in the Red Sea and the Middle East. Chinese state media questioned the effectiveness of the initiative and accused the U.S. of being biased and hegemonic in its approach.[52] Chinese media analysis of the situation acknowledged the global implications of the Red Sea crisis, such as the disruption of shipping routes, the",,,,,"[ 0.03142321 -0.01150121 -0.05183934 ... -0.02411422  0.00835363
  0.01624678]"
ChinaTaiwanUpdate122823.txt,"routes, the increase in costs and prices, and the pressure on the supply chain, but dismissed Guardian Shield as a ""band-aid.”[53] State-controlled media outlets emphasized that the “root cause of a series of problems in the Middle East … lies in the Palestinian-Israeli conflict” and stressed the need for a ceasefire.[54] The PRC has not signaled any willingness or interest to support the U.S.-led regional security initiatives to protect maritime shipping through the Bab al Mandeb and Red",,,,,"[ 0.03597174 -0.01329038 -0.03049647 ... -0.00432414  0.01150507
  0.0325192 ]"
ChinaTaiwanUpdate122823.txt,al Mandeb and Red Sea.[55],,,,,"[ 0.02190017  0.00446702 -0.00248038 ... -0.00551189 -0.02455612
 -0.00535356]"
ChinaTaiwanUpdate122823.txt,"The reaction from Chinese state media aligns with the PRC’s diplomatic and information lines of effort that aim to supplant U.S. influence with Arab states by proposing what it claims to be a more inclusive and cooperative regional security framework.[56] This involves portraying Washington as a self-interested and destabilizing influence in the region while simultaneously positioning Beijing as an altruistic and unbiased actor.[57] 
Compacts of Free Association",,,,,"[ 0.03200836 -0.02406595 -0.05294527 ... -0.016632   -0.01990378
  0.02468493]"
ChinaTaiwanUpdate122823.txt,"A loss of Compacts of Free Association (COFA) funding for Palau, Micronesia, and the Marshall Islands would enable the CCP to expand its leverage points over these countries. These COFAs govern the United States’ relationship with Palau, Micronesia, and the Marshall Islands while also granting the United States extensive military access throughout their territories. The United States renewed COFAs with Palau and Micronesia in May.[58] It then did so with the Marshall Islands in October.[59] The",,,,,"[ 3.6340516e-02  1.3711991e-02 -5.2214693e-02 ... -6.0627794e-06
 -3.1304646e-02  1.9212401e-02]"
ChinaTaiwanUpdate122823.txt,"in October.[59] The signed agreements are now before Congress for funding consideration. Congress previously funded the COFAs for a twenty-year period in 2003.[60] The total cost for all three of the twenty-year agreements would be roughly $7 billion spread over the period 2024 to 2043, according to the Congressional Research Service.[61] Deputy Secretary of State nominee Kurt Campbell stated during his Senate confirmation hearing on December 7 that “if we don’t get it [COFA funding] you can",,,,,"[ 0.0207063   0.02048887 -0.05840633 ... -0.01929044 -0.03816964
  0.02730877]"
ChinaTaiwanUpdate122823.txt,"funding] you can expect that literally the next day Chinese diplomats — military and other folks — will be on the plane…trying to secure a better deal for China.”[62] The US House of Representatives Select Committee on the Strategic Competition between the United States and the Chinese Communist Party also called for renewing the COFAs in a mid-December report.[63] President Biden signed the 2024 National Defense Authorization Act into law on December 22, but it did not include COFA",,,,,"[ 0.01787203  0.01938521 -0.05414511 ... -0.01289292 -0.0443369
  0.03376885]"
